"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GAGE1",0.734820601582934,7.90143324336735e-06,0,0,1
"LINC00524",0.734820601582934,7.90143324336735e-06,0,0,1
"LINC01626",0.734820601582934,7.90143324336735e-06,0,0,1
"TM4SF1",0.734820601585977,7.90143324336735e-06,0,0,1
"AC010745.1",0.734820601589106,7.90143324336735e-06,0,0,1
"AC016590.4",0.734820601589106,7.90143324336735e-06,0,0,1
"AC027088.3",0.734820601589106,7.90143324336735e-06,0,0,1
"AC091893.2",0.734820601589106,7.90143324336735e-06,0,0,1
"NEUROD4",0.734820601589137,7.90143324336735e-06,0,0,1
"AC010181.1",0.734820601589141,7.90143324336735e-06,0,0,1
"AC117945.2",0.734820601589141,7.90143324336735e-06,0,0,1
"AC084768.1",0.734820601590943,7.90143324336735e-06,0,0,1
"AC097658.3",0.734820601590943,7.90143324336735e-06,0,0,1
"AC104758.4",0.734820601590943,1.58028232119583e-05,0,0,1
"AC140847.1",0.734820601590943,7.90143324336735e-06,0,0,1
"AL078582.2",0.734820601590943,7.90143324336735e-06,0,0,1
"AL162727.1",0.734820601590943,7.90143324336735e-06,0,0,1
"AL590004.3",0.734820601590943,7.90143324336735e-06,0,0,1
"CD200R1L-AS1",0.734820601590943,7.90143324336735e-06,0,0,1
"LAMC1-AS1",0.734820601590943,7.90143324336735e-06,0,0,1
"LINC02796",0.734820601590943,7.90143324336735e-06,0,0,1
"LY6G6E",0.734820601590943,7.90143324336735e-06,0,0,1
"FCN2",0.734820601598059,7.90143324336735e-06,0,0,1
"MAGEA1",0.734820601598075,7.90143324336735e-06,0,0,1
"LINC02724",0.734820601598193,7.90143324336735e-06,0,0,1
"AC079460.2",0.734820601599663,7.90143324336735e-06,0,0,1
"AC091564.4",0.734820601599663,7.90143324336735e-06,0,0,1
"RAX",0.734820601599663,1.58028232119583e-05,0,0,1
"AC009446.1",0.734820601599671,7.90143324336735e-06,0,0,1
"AC067942.4",0.734820601599671,7.90143324336735e-06,0,0,1
"AC091868.2",0.734820601599671,7.90143324336735e-06,0,0,1
"AC244102.3",0.734820601599671,7.90143324336735e-06,0,0,1
"AL390816.1",0.734820601599671,7.90143324336735e-06,0,0,1
"CCDC140",0.734820601599671,7.90143324336735e-06,0,0,1
"LINC01665",0.734820601599671,7.90143324336735e-06,0,0,1
"AL096828.2",0.734820601603658,7.90143324336735e-06,0,0,1
"AL845552.2",0.734820601604444,7.90143324336735e-06,0,0,1
"LINC01736",0.734820601604645,7.90143324336735e-06,0,0,1
"AC027612.5",0.734820601604677,7.90143324336735e-06,0,0,1
"AC004590.1",0.734820601604685,7.90143324336735e-06,0,0,1
"LINC01960",0.734820601604709,7.90143324336735e-06,0,0,1
"LINC00500",0.734820601604914,7.90143324336735e-06,0,0,1
"BIRC7",0.734820601604934,7.90143324336735e-06,0,0,1
"AC000072.1",0.734820601604942,7.90143324336735e-06,0,0,1
"AC074194.1",0.734820601604946,7.90143324336735e-06,0,0,1
"TRIM75P",0.734820601605096,7.90143324336735e-06,0,0,1
"AC087591.1",0.734820601607166,7.90143324336735e-06,0,0,1
"AC124067.4",0.734820601607166,7.90143324336735e-06,0,0,1
"AC025475.1",0.734820601607194,7.90143324336735e-06,0,0,1
"AC140118.2",0.734820601607194,7.90143324336735e-06,0,0,1
"AL022726.1",0.734820601607194,7.90143324336735e-06,0,0,1
"AL049833.2",0.734820601607194,7.90143324336735e-06,0,0,1
"AL109910.1",0.734820601607194,7.90143324336735e-06,0,0,1
"AL391869.1",0.734820601607194,7.90143324336735e-06,0,0,1
"FATE1",0.734820601607194,7.90143324336735e-06,0,0,1
"LINC01883",0.734820601607194,7.90143324336735e-06,0,0,1
"LINC02310",0.734820601607194,7.90143324336735e-06,0,0,1
"PATE1",0.734820601607194,7.90143324336735e-06,0,0,1
"AC099520.2",0.734820601607478,7.90143324336735e-06,0,0,1
"FAM156B",0.734820601611813,7.90143324336735e-06,0,0,1
"SERTAD4-AS1",0.734820601614642,7.90143324336735e-06,0,0,1
"LINC01247",0.734820601615301,7.90143324336735e-06,0,0,1
"IGHV3-52",0.734820601615357,7.90143324336735e-06,0,0,1
"AC087341.1",0.734820601616408,7.90143324336735e-06,0,0,1
"AC004930.1",0.734820601616803,7.90143324336735e-06,0,0,1
"AL121872.1",0.734820601617099,7.90143324336735e-06,0,0,1
"LINC02487",0.734820601617143,7.90143324336735e-06,0,0,1
"AC209154.1",0.734820601620485,7.90143324336735e-06,0,0,1
"LINC00374",0.734820601620485,7.90143324336735e-06,0,0,1
"FABP4",0.734820601620548,7.90143324336735e-06,0,0,1
"CSMD2-AS1",0.7348206016225,7.90143324336735e-06,0,0,1
"AC244502.3",0.734820601627728,7.90143324336735e-06,0,0,1
"SMIM34B",0.734820601627945,7.90143324336735e-06,0,0,1
"AL583722.1",0.734820601627949,7.90143324336735e-06,0,0,1
"AP003973.3",0.734820601627949,7.90143324336735e-06,0,0,1
"AL031584.3",0.734820601627957,7.90143324336735e-06,0,0,1
"LINC01352",0.734820601628956,7.90143324336735e-06,0,0,1
"LINC02219",0.734820601631872,7.90143324336735e-06,0,0,1
"AC073218.1",0.734820601632252,7.90143324336735e-06,0,0,1
"AL121981.1",0.734820601632821,7.90143324336735e-06,0,0,1
"TCF4-AS2",0.734820601632821,7.90143324336735e-06,0,0,1
"OR56A4",0.734820601633065,7.90143324336735e-06,0,0,1
"TBC1D28",0.734820601633235,7.90143324336735e-06,0,0,1
"AP001056.1",0.734820601633496,7.90143324336735e-06,0,0,1
"IGFL1",0.734820601635563,7.90143324336735e-06,0,0,1
"TUSC7",0.734820601635606,7.90143324336735e-06,0,0,1
"AL009050.1",0.73482060163789,7.90143324336735e-06,0,0,1
"AL157392.1",0.73482060163881,7.90143324336735e-06,0,0,1
"AC096589.1",0.734820601639138,7.90143324336735e-06,0,0,1
"IGLJ6",0.734820601639992,7.90143324336735e-06,0,0,1
"AC138420.1",0.734820601640268,7.90143324336735e-06,0,0,1
"LINC02686",0.734820601640517,7.90143324336735e-06,0,0,1
"LINC02786",0.734820601640592,7.90143324336735e-06,0,0,1
"LINC02473",0.734820601640628,7.90143324336735e-06,0,0,1
"IL13RA2",0.734820601640687,7.90143324336735e-06,0,0,1
"TRERNA1",0.734820601640715,7.90143324336735e-06,0,0,1
"IQCF1",0.734820601640782,7.90143324336735e-06,0,0,1
"AC079988.1",0.73482060164947,7.90143324336735e-06,0,0,1
"AL133444.1",0.73482060164947,7.90143324336735e-06,0,0,1
"AL136102.1",0.73482060164947,7.90143324336735e-06,0,0,1
"PTPRD-AS2",0.73482060164947,7.90143324336735e-06,0,0,1
"AC006213.7",0.734820601649474,7.90143324336735e-06,0,0,1
"AL590438.1",0.734820601652489,7.90143324336735e-06,0,0,1
"LINC02701",0.734820601652489,7.90143324336735e-06,0,0,1
"AC009970.1",0.734820601665215,7.90143324336735e-06,0,0,1
"GP9",0.7348206016723,7.90143324336735e-06,0,0,1
"AC010132.4",0.734820601672304,7.90143324336735e-06,0,0,1
"IGHV3-65",0.734820601672304,7.90143324336735e-06,0,0,1
"AC100793.2",0.73710668668961,0.000182881864334939,0.001,0.001,1
"AC007728.3",0.737225227087237,8.23570070852599e-05,0,0,1
"AC092119.3",0.738938689215773,9.11736848497123e-05,0.001,0.001,1
"AL391422.3",0.738985193691926,-0.000239417808078722,0.001,0.001,1
"EVPLL",0.740512487799167,-0.00019276168126056,0.001,0.001,1
"PCDH18",0.74190604158751,-8.80958477807131e-05,0,0,1
"AL807761.3",0.742093285017963,-9.75087753454271e-05,0,0,1
"AC245884.10",0.742452741710226,6.53483226552878e-05,0,0,1
"AL157871.2",0.743445778395794,6.80746926522504e-05,0,0,1
"AC092535.5",0.744541733830088,-7.28087502893716e-05,0.001,0.001,1
"REP15",0.745321153317284,0.000197150440630363,0.001,0.001,1
"RD3",0.745999019489857,6.80746926522504e-05,0,0,1
"AC016629.2",0.74625388892125,0.000109398880903252,0,0,1
"FBLL1",0.747724114045688,-1.41859027103066e-05,0.001,0.001,1
"AC080038.1",0.748188290077532,-0.000258725394272246,0.003,0.003,1
"AL035448.1",0.748211728902004,-5.98536035027954e-05,0,0,1
"LINC01069",0.748211728908618,-5.98536035027954e-05,0,0,1
"AC104777.1",0.748211728913041,-5.98536035027954e-05,0,0,1
"AL512356.4",0.748211728920314,-5.98536035027954e-05,0,0,1
"PRPS1L1",0.748211728922249,-5.98536035027954e-05,0,0,1
"RPE65",0.748211728922695,-5.98536035027954e-05,0,0,1
"AL360091.2",0.748211728932116,-5.98536035027954e-05,0,0,1
"AC024361.1",0.748211728939623,-5.98536035027954e-05,0,0,1
"HID1-AS1",0.748211728944067,-5.98536035027954e-05,0,0,1
"CELF2-AS2",0.748254126067136,-0.000210857366693356,0.001,0.001,1
"AL360270.2",0.750068438232072,0.000264458142915772,0.001,0.001,1
"TPSB2",0.7501193044137,0.00107489075201608,0.001,0.001,1
"AC007655.2",0.750200690817233,9.36002974815732e-05,0,0,1
"LINC01671",0.750920265930328,0.000104841213280288,0,0,1
"CRIP3",0.751428847871642,-0.000212008113979724,0.001,0.001,1
"PTGER1",0.75524396892217,6.90025145064366e-05,0.001,0.001,1
"CBS",0.755525289158134,-8.17086347141541e-05,0,0,1
"AC093591.2",0.755591984292307,4.46862612705958e-05,0,0,1
"LINC02761",0.755837904240633,-7.86823433205419e-05,0,0,1
"PSG6",0.755837904265638,-7.86823433205419e-05,0,0,1
"LRRN4",0.755955266916578,-2.33795798570936e-05,0,0,1
"AC099332.2",0.756464402253334,-0.000198899344543644,0.007,0.007,1
"AC005696.3",0.756909086110676,-0.000108433240635896,0,0,1
"ENOX1-AS1",0.756992290103251,-6.9268261912317e-05,0,0,1
"AC013402.1",0.756992290115472,-6.9268261912317e-05,0,0,1
"AC011676.1",0.756992290116848,-6.9268261912317e-05,0,0,1
"AL606970.3",0.756992290121539,-6.9268261912317e-05,0,0,1
"AL353633.1",0.756992290125971,-6.9268261912317e-05,0,0,1
"AL031667.3",0.757059691398442,-3.97115895346477e-05,0.001,0.001,1
"OGDHL",0.757465957158723,-0.000142363880744974,0.001,0.001,1
"POU6F2-AS2",0.758599490491576,-0.000108433240635896,0,0,1
"AC097724.1",0.75859949052685,-0.000108433240635896,0,0,1
"AC011370.1",0.759164015928406,-1.88339332605103e-05,0,0,1
"AL356740.1",0.759164015934966,-1.88339332605103e-05,0,0,1
"HEPACAM2",0.759216574905279,-3.27945985031767e-05,0,0,1
"SPINT1",0.760005425437307,-0.000684379422889013,0.01,0.01,1
"LINC02586",0.760167737425134,0.000160716713971007,0.001,0.001,1
"L29074.1",0.760814209993485,-5.49808993967552e-05,0,0,1
"AL133313.1",0.76081421000101,-5.49808993967552e-05,0,0,1
"AC078802.1",0.762443066070519,7.56892988223563e-05,0.001,0.001,1
"AC073571.1",0.763684021034287,-5.76780237375284e-05,0,0,1
"AC020658.3",0.764076164153788,2.70545464656274e-05,0,0,1
"F2RL1",0.764432868147936,0.000335256191712711,0.002,0.002,1
"AC023194.3",0.764560160795683,4.44226467686561e-05,0.001,0.001,1
"AC103724.4",0.765094410370686,0.000349757432227735,0.003,0.002,1
"GJC3",0.765305160514235,0.000162530392785214,0.001,0.001,1
"AC009121.4",0.766295634397049,-2.67349770479535e-05,0,0,1
"AC105935.2",0.766295634397212,-2.67349770479535e-05,0,0,1
"AC138466.1",0.766295634402167,-2.67349770479535e-05,0,0,1
"AL136419.2",0.76629563440355,-2.67349770479535e-05,0,0,1
"AC008456.1",0.766398021413222,-3.70110586685069e-05,0,0,1
"HAGLROS",0.767687776146797,-2.82500341303716e-05,0,0,1
"TBC1D8-AS1",0.767760452751243,2.85714208003348e-05,0,0,1
"GAPLINC",0.767811313493547,-0.000310102920134947,0.002,0.002,1
"AC015961.2",0.76821292552176,-0.000129592250644846,0.001,0.001,1
"FNDC4",0.769172898983244,9.54239613603159e-05,0,0,1
"PCDHGB5",0.769331426448008,-4.55661690019576e-05,0,0,1
"AC024559.2",0.76933142645354,-4.55661690019576e-05,0,0,1
"HOXA10-AS",0.769694900785158,0.000160423128771142,0,0,1
"AC131944.1",0.770144465812089,-0.000313117569265602,0.002,0.003,1
"LINC01283",0.771022795035661,-5.49808993967552e-05,0,0,1
"AC021755.2",0.773895554865506,6.01741248143581e-05,0,0,1
"GPR176-DT",0.775516493242931,-2.91131723829756e-05,0,0,1
"AC087284.1",0.775685985732203,-0.000111949339820732,0.001,0.001,1
"AC005899.7",0.776199932334766,-8.77227818168417e-06,0,0,1
"LINC00853",0.776485953614755,0.000110305544840536,0.001,0.001,1
"AL590434.1",0.777860552377912,6.65565203657213e-05,0,0,1
"AL354733.1",0.778076360387802,-0.000134810946235124,0,0.001,1
"AC108063.1",0.780865850346422,-8.96086833997478e-05,0,0,1
"AC002465.2",0.780865850347665,-8.96086833997478e-05,0,0,1
"AC027228.2",0.781436542943916,9.99805463607693e-05,0,0,1
"AL355303.2",0.781761434463471,8.72195877214495e-05,0,0,1
"CSPG5",0.782397837348035,-0.000297334877332678,0.002,0.002,1
"LINC02676",0.783882570318803,0.000136434747411346,0,0,1
"LINC02385",0.784981670468142,-5.64948743406884e-05,0,0,1
"AC025272.1",0.786545245090694,1.30885753990577e-05,0,0,1
"ANKRD34A",0.786969842782038,2.41125748574877e-06,0.011,0.011,1
"DAPK1-IT1",0.787089821001861,4.58903541814619e-05,0,0,1
"AL031848.1",0.787089821016514,4.58903541814619e-05,0,0,1
"IGKV3D-11",0.787089821034992,4.58903541814619e-05,0,0,1
"AC025175.1",0.787400946007435,-6.74221803904007e-05,0,0,1
"IGKV3OR2-268",0.787974346069615,0.000123018827833541,0.002,0.002,1
"AL442067.2",0.789210198006487,6.01741248143581e-05,0,0,1
"AL161714.1",0.79006688553822,6.01741248143581e-05,0,0,1
"AL137002.1",0.790538016476038,7.78015410517638e-05,0,0,1
"AC009065.1",0.79221720230887,5.71384007510157e-05,0,0,1
"PLA2G4A",0.792912452912817,0.000251748100495779,0.004,0.004,1
"AC009506.1",0.794363012111844,8.99611170262313e-05,0.001,0.001,1
"YBX2",0.795368475036575,0.000285896074527801,0.002,0.002,1
"SPTA1",0.795597258818088,-4.22090401705679e-05,0,0,1
"FOXD1",0.796921995731755,-0.000113800325156228,0.001,0.001,1
"AC092071.1",0.797229752197883,6.38513524155557e-06,0,0,1
"AC114341.1",0.798836233327091,-0.000122037730729165,0,0.001,1
"SSTR5-AS1",0.799368165014109,-4.25371944362676e-05,0,0,1
"AC074008.1",0.799368165016028,-4.25371944362676e-05,0,0,1
"LINC01532",0.799368165018437,-4.25371944362676e-05,0,0,1
"AC087386.1",0.799368165020231,-4.25371944362676e-05,0,0,1
"LINC00408",0.799368165024105,-4.25371944362676e-05,0,0,1
"PEX5L-AS2",0.799368165030932,-4.25371944362676e-05,0,0,1
"PLCE1-AS2",0.799368165031239,-4.25371944362676e-05,0,0,1
"AL645507.1",0.799368165033727,-4.25371944362676e-05,0,0,1
"AC011900.1",0.799368165041724,-4.25371944362676e-05,0,0,1
"AC066612.1",0.799368165041769,-4.25371944362676e-05,0,0,1
"IGKJ5",0.799368165042099,-4.25371944362676e-05,0,0,1
"LINC01375",0.799368165042667,-4.25371944362676e-05,0,0,1
"C6orf118",0.79936816504328,-4.25371944362676e-05,0,0,1
"LINC01013",0.79936816504829,-4.25371944362676e-05,0,0,1
"CYP26C1",0.799368165049437,-4.25371944362676e-05,0,0,1
"AC093734.1",0.799368165053402,-4.25371944362676e-05,0,0,1
"AGAP1-IT1",0.799368165053981,-4.25371944362676e-05,0,0,1
"AP000844.2",0.799368165056026,-4.25371944362676e-05,0,0,1
"Z99755.2",0.799368165057412,-4.25371944362676e-05,0,0,1
"WNT5A",0.799368165060308,-4.25371944362676e-05,0,0,1
"AL445183.1",0.799368165061001,-4.25371944362676e-05,0,0,1
"AP000235.1",0.799368165061104,-4.25371944362676e-05,0,0,1
"LINC00452",0.799368165061422,-4.25371944362676e-05,0,0,1
"AL118522.1",0.799368165067942,-4.25371944362676e-05,0,0,1
"PLA2G4F",0.799368165074962,-4.25371944362676e-05,0,0,1
"AL049536.1",0.79936816507937,-4.25371944362676e-05,0,0,1
"LRRC14B",0.799409493112864,-0.000105408910551666,0,0,1
"LINC01361",0.800047173586527,5.22735137106942e-05,0,0,1
"AL358473.1",0.800360438535901,-3.90453086764129e-06,0,0,1
"AC147651.1",0.800368426442922,5.8656212112507e-05,0,0,1
"AC092687.3",0.800472986644204,-0.000209871212577056,0.002,0.002,1
"TBX2",0.801503235350751,-6.13675210084954e-05,0,0,1
"AC010680.4",0.80161147899499,-5.80087482128288e-05,0,0,1
"AC084364.3",0.801790331705452,3.3753231749411e-05,0,0,1
"AC099343.2",0.802372585521477,0.000205534127986199,0.004,0.004,1
"SCGB3A1",0.802474342154599,0.000717385704267305,0.003,0.003,1
"AL353764.1",0.803361544875333,-9.11214180256531e-05,0,0,1
"AC244453.3",0.803361544875424,-9.11214180256531e-05,0,0,1
"PRSS33",0.803380346998691,4.86893848097198e-06,0,0,1
"AL591222.1",0.803456721443406,-0.000233030641219382,0.001,0.001,1
"AC079610.2",0.804214716058499,-0.000105904427234115,0.001,0.001,1
"AL008718.3",0.806346854201711,7.29384548625912e-05,0,0,1
"AL606760.3",0.80653346904392,8.81375709526808e-05,0.001,0.001,1
"PLXNB3",0.806952311316245,-0.000131445901250464,0.001,0.001,1
"NMBR",0.807123157315224,0.000118501428595364,0.001,0.001,1
"IL17C",0.807768605493044,0.000208659664374383,0.001,0.001,1
"AC090527.3",0.808167516093443,-8.28866365851627e-05,0,0,1
"AF106564.1",0.808785962676005,-5.1622904913465e-05,0,0,1
"RAB17",0.808896412197872,-9.41725523448841e-06,0,0,1
"AC008667.2",0.808896412205568,-9.41725523448841e-06,0,0,1
"FAM87A",0.809604356882346,-6.13675210084954e-05,0,0,1
"LINC00370",0.809604356896957,-6.13675210084954e-05,0,0,1
"AC022634.2",0.809604356898108,-6.13675210084954e-05,0,0,1
"AL050350.1",0.809604356901743,-6.13675210084954e-05,0,0,1
"AP002884.1",0.80960435692197,-6.13675210084954e-05,0,0,1
"VWA1",0.81024413152713,-3.76655578982938e-05,0,0,1
"CEP83-DT",0.81075234086582,-0.000279689898242582,0.002,0.002,1
"FAM230E",0.81192012663243,-5.19526462555791e-05,0,0,1
"LINC01763",0.811920126651814,-5.19526462555791e-05,0,0,1
"AC009145.1",0.811920126665222,-5.19526462555791e-05,0,0,1
"FGF16",0.811920126674429,-5.19526462555791e-05,0,0,1
"KLK10",0.811920126683567,-5.19526462555791e-05,0,0,1
"AC016722.1",0.812277871036925,-0.000135634052169082,0.001,0.001,1
"AC130371.2",0.813105217938061,5.37912681587952e-05,0,0,1
"AC136475.9",0.813178042686375,0.000131874879287923,0,0,1
"AC079385.3",0.814055363410902,-4.776436311393e-06,0.001,0.001,1
"CLEC4M",0.814581550815059,8.23570070852599e-05,0,0,1
"ZNF165",0.814618834473271,4.68026048972055e-05,0.005,0.005,1
"AC090517.2",0.81677468699701,-0.000193563031990915,0.001,0.001,1
"AL139407.1",0.817071592932153,-8.17086347141541e-05,0,0,1
"BX004987.1",0.817071592960856,-8.17086347141541e-05,0,0,1
"CPA3",0.818383452954596,8.6007286454411e-05,0,0,1
"HNMT",0.81909244177875,-5.23421686137383e-05,0.001,0.001,1
"U47924.3",0.819909877957133,0.000186502541923029,0.001,0.001,1
"SPINT1-AS1",0.820090722014261,-0.000194550543109588,0.003,0.003,1
"AC048344.4",0.822462318366835,-0.000218035415127784,0.001,0.001,1
"WNT8A",0.822906789811089,7.29384548625912e-05,0,0,1
"AC144831.1",0.825452416609591,5.22735137106942e-05,0,0,1
"AC016405.2",0.827277764358032,1.83684864293022e-06,0,0,1
"OR1D2",0.827332479641026,-1.88339332605103e-05,0,0,1
"AL034351.3",0.827332479644447,-1.88339332605103e-05,0,0,1
"KBTBD11-OT1",0.828391700207913,6.20026116100351e-05,0,0,1
"AP005436.3",0.828434552847955,1.27698091892165e-05,0,0,1
"AC096642.2",0.830061695520937,4.92383088053364e-05,0,0,1
"IRX4",0.830658766946172,-7.22952745367392e-05,0,0,1
"FAM87B",0.830733325830938,7.14202257333436e-05,0,0,1
"AC137761.1",0.831143624883895,5.22735137106942e-05,0,0,1
"AC007743.1",0.831143624891643,5.22735137106942e-05,0,0,1
"ANKRD1",0.831143624912738,5.22735137106942e-05,0,0,1
"AC110792.3",0.832578467736998,5.89671790913369e-05,0,0,1
"CLEC3B",0.833755018953437,9.26918937548647e-05,0.001,0.001,1
"AC009159.1",0.835266571121846,-2.7105270583798e-06,0,0,1
"TMEM74B",0.836202169969052,-4.67516125868952e-05,0,0,1
"FCGR2A",0.836522361664257,0.000161782827262579,0.003,0.003,1
"AC090425.3",0.837491860104393,-0.000179284747648524,0.001,0.001,1
"AC012485.3",0.838519624063977,-5.74160494032301e-06,0,0,1
"AC080013.4",0.838741340125329,-0.000106582111499587,0,0,1
"SOHLH2",0.838820474149883,8.26639513610481e-05,0,0,1
"H2AFB1",0.839921975223615,5.5932151799346e-05,0,0,1
"TAB3-AS1",0.84011254628027,3.79893969342455e-05,0,0,1
"LINC02556",0.840112546281201,3.79893969342455e-05,0,0,1
"PTPRD-AS1",0.840112546295456,3.79893969342455e-05,0,0,1
"AC103809.1",0.840112546296172,3.79893969342455e-05,0,0,1
"AC087392.2",0.840112546298918,3.79893969342455e-05,0,0,1
"DCANP1",0.84011254630281,3.79893969342455e-05,0,0,1
"ALDOB",0.840112546306821,3.79893969342455e-05,0,0,1
"TMEM26",0.84011254631802,3.79893969342455e-05,0,0,1
"OXER1",0.840470190895191,-6.55766018620549e-05,0,0,1
"AC092118.2",0.840735069472721,-0.000137832422469422,0,0.001,1
"EDNRB",0.840904494750428,4.13381735990977e-05,0,0,1
"AC080089.2",0.840904494779299,4.13381735990977e-05,0,0,1
"AC025262.4",0.841822869874538,3.00883964173129e-05,0,0,1
"IHH",0.843075123545854,4.28554658168194e-05,0,0,1
"PIGY-DT",0.843286527518636,0.0001946831443803,0.001,0.001,1
"AL110115.2",0.843307538516863,6.7049960404095e-06,0,0,1
"AC091729.2",0.843759436067923,3.49550277733984e-05,0,0,1
"CLEC1A",0.843883374189956,-6.28813374401762e-05,0,0,1
"TREM1",0.843883374226365,-6.28813374401762e-05,0,0,1
"LINC01979",0.844957969631436,-5.63562469336895e-05,0.001,0.001,1
"MAFA",0.845059440986716,-2.97649900604014e-05,0,0,1
"AL451074.5",0.845741647492313,1.91540218930327e-05,0,0,1
"AL031005.1",0.845741647509812,1.91540218930327e-05,0,0,1
"HES4",0.846043327284906,-7.53218830123646e-05,0,0,1
"AC104083.1",0.846259040059069,3.79893969342455e-05,0,0,1
"AL117336.1",0.846869423923856,0.000180929725373629,0.002,0.002,1
"AC007938.3",0.847318891861237,5.8656212112507e-05,0,0,1
"AC068700.2",0.847477264450014,-0.000123548836367043,0.001,0.001,1
"AP000542.3",0.847561945565357,-2.52198188020541e-05,0,0,1
"TREML4",0.847561945567332,-2.52198188020541e-05,0,0,1
"LRCOL1",0.847561945568537,-2.52198188020541e-05,0,0,1
"AC022424.1",0.847561945568838,-2.52198188020541e-05,0,0,1
"FOLR1",0.847561945569199,-2.52198188020541e-05,0,0,1
"IGHV4-55",0.847561945573505,-2.52198188020541e-05,0,0,1
"AC007652.1",0.847561945574336,-2.52198188020541e-05,0,0,1
"ANKRD20A2",0.847561945576149,-2.52198188020541e-05,0,0,1
"AL772337.2",0.847561945576191,-2.52198188020541e-05,0,0,1
"AC110921.1",0.847561945576468,-2.52198188020541e-05,0,0,1
"GPR88",0.847561945577763,-2.52198188020541e-05,0,0,1
"PGM5P4-AS1",0.84756194557854,-2.52198188020541e-05,0,0,1
"AC051619.11",0.847561945578745,-2.52198188020541e-05,0,0,1
"AC090527.1",0.84756194558281,-2.52198188020541e-05,0,0,1
"AC008443.3",0.847561945585158,-2.52198188020541e-05,0,0,1
"AC018802.1",0.847561945585785,-2.52198188020541e-05,0,0,1
"LINC02167",0.847561945586001,-2.52198188020541e-05,0,0,1
"AL360013.3",0.847561945586128,-2.52198188020541e-05,0,0,1
"AC011773.1",0.847561945588561,-2.52198188020541e-05,0,0,1
"LRRC3C",0.847561945588699,-2.52198188020541e-05,0,0,1
"AL121790.1",0.847561945588928,-2.52198188020541e-05,0,0,1
"POTEC",0.847561945588934,-2.52198188020541e-05,0,0,1
"AC025524.1",0.847561945589645,-2.52198188020541e-05,0,0,1
"AGBL1-AS1",0.847561945589645,-2.52198188020541e-05,0,0,1
"AL023583.1",0.847561945589645,-2.52198188020541e-05,0,0,1
"AP003398.2",0.847561945589645,-2.52198188020541e-05,0,0,1
"FP325318.1",0.847561945589645,-2.52198188020541e-05,0,0,1
"LINC01892",0.847561945589645,-2.52198188020541e-05,0,0,1
"AC096736.1",0.847561945589651,-2.52198188020541e-05,0,0,1
"AC106771.1",0.847561945589651,-2.52198188020541e-05,0,0,1
"AL022310.1",0.847561945589651,-2.52198188020541e-05,0,0,1
"AL445668.1",0.847561945589651,-2.52198188020541e-05,0,0,1
"BTBD9-AS1",0.847561945589651,-2.52198188020541e-05,0,0,1
"AL365184.1",0.847561945589657,-2.52198188020541e-05,0,0,1
"DISC1-IT1",0.847561945589657,-2.52198188020541e-05,0,0,1
"GRK1",0.847561945589693,-2.52198188020541e-05,0,0,1
"AC103810.5",0.847561945594192,-2.52198188020541e-05,0,0,1
"AL359502.1",0.847561945594204,-2.52198188020541e-05,0,0,1
"LINC00208",0.847561945594487,-2.52198188020541e-05,0,0,1
"GPC6-AS1",0.847561945594523,-2.52198188020541e-05,0,0,1
"LINC02113",0.847561945596239,-2.52198188020541e-05,0,0,1
"AC226118.1",0.84756194559907,-2.52198188020541e-05,0,0,1
"AC005703.2",0.847561945601027,-2.52198188020541e-05,0,0,1
"AC005482.1",0.847561945601033,-2.52198188020541e-05,0,0,1
"KRT40",0.847561945601045,-2.52198188020541e-05,0,0,1
"AC114488.1",0.847561945601051,-2.52198188020541e-05,0,0,1
"AC092042.4",0.847561945601129,-2.52198188020541e-05,0,0,1
"AP003100.3",0.847561945601141,-2.52198188020541e-05,0,0,1
"LINC01674",0.847561945601153,-2.52198188020541e-05,0,0,1
"AC025428.1",0.847561945601159,-2.52198188020541e-05,0,0,1
"AL445363.2",0.847561945602051,-2.52198188020541e-05,0,0,1
"SSX1",0.847561945605068,-2.52198188020541e-05,0,0,1
"MMP27",0.847561945605935,-2.52198188020541e-05,0,0,1
"LINC01493",0.847561945606001,-2.52198188020541e-05,0,0,1
"AC124067.3",0.847561945606935,-2.52198188020541e-05,0,0,1
"LCN8",0.847740599794114,3.34379951318258e-05,0,0,1
"AC015813.3",0.847901507432697,2.70545464656274e-05,0,0,1
"AC080013.1",0.848899934666867,-3.81978330360504e-05,0.001,0.001,1
"AL592528.1",0.849294628027804,-8.47345220676646e-05,0,0,1
"BX649601.1",0.849307221969733,0.000112739661675711,0,0,1
"LINC02815",0.849892328653587,1.15724668371899e-05,0,0,1
"AC087855.2",0.850437145551953,-7.38086292881723e-05,0,0,1
"AC107982.3",0.850733382010325,5.89671790913369e-05,0,0,1
"TBX20",0.851403085159539,-6.44354349961518e-05,0.002,0.002,1
"AC005487.1",0.851720541708771,3.86182824683754e-05,0,0,1
"AL121832.1",0.852868363029151,-0.000109605749456111,0,0.001,1
"AP002336.3",0.853799772213305,6.50384494366094e-05,0,0,1
"C1orf116",0.854887433765463,3.64721617041565e-05,0,0,1
"LINC02212",0.8548874337806,3.64721617041565e-05,0,0,1
"PVALB",0.855373440120093,7.44800709602724e-05,0.001,0.001,1
"RAB3IL1",0.856130983821083,7.47650705183852e-05,0,0,1
"AGAP6",0.856250798165168,-5.34668233718669e-05,0,0,1
