"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CDX1",0.856250798176119,-5.34668233718669e-05,0,0,1
"AL391560.1",0.856250798183201,-5.34668233718669e-05,0,0,1
"SLC39A2",0.856250798197754,-5.34668233718669e-05,0,0,1
"KLF4",0.856753119583595,0.000183171580421296,0.001,0.001,1
"AC011479.3",0.857343141711845,4.43728593407849e-05,0,0,1
"TRIM31",0.857343141743304,4.43728593407849e-05,0,0,1
"AC005730.2",0.857649416720298,2.70545464656274e-05,0,0,1
"AC061975.8",0.858029819477457,-0.000287971553757564,0.002,0.002,1
"AF129408.1",0.858249131027819,4.62035091525976e-05,0,0,1
"AC073140.1",0.858263704322105,5.98994473866767e-05,0.001,0.001,1
"AC018398.1",0.85830624591993,5.07558605963643e-05,0,0,1
"TRGJP1",0.858306245928858,5.07558605963643e-05,0,0,1
"AC079313.1",0.858448112159,-3.12798448478532e-05,0,0,1
"FARP1-AS1",0.858767899417316,7.41719568204703e-05,0.001,0.001,1
"C11orf44",0.859638353725898,0.0001008919728667,0.004,0.003,1
"AL357054.3",0.860326183172841,7.96273672598238e-05,0,0,1
"LINC02527",0.860686792999437,2.70545464656274e-05,0,0,1
"AC004471.2",0.862373696943811,3.19210637692946e-05,0,0,1
"LINC01808",0.863035842469745,6.68661464287461e-05,0,0,1
"AL031775.1",0.86375941520447,-0.00018331530147034,0.008,0.008,1
"AC090607.5",0.864870805983295,-8.47345220676646e-05,0,0,1
"FPR2",0.864870806006204,-7.53218830123646e-05,0,0,1
"P2RY1",0.866299334288058,0.000130653822689326,0.001,0.001,1
"LYNX1",0.866456521054703,-0.000112628983832408,0,0.001,1
"EQTN",0.866562380379411,-4.40517322782458e-05,0,0,1
"AP001625.2",0.866562380384805,-4.40517322782458e-05,0,0,1
"AC068790.2",0.866562380402957,-4.40517322782458e-05,0,0,1
"AL162391.1",0.866562380409681,-4.40517322782458e-05,0,0,1
"CAMK1G",0.866923797949101,-3.27945985031767e-05,0,0,1
"GP1BB",0.867153754937431,-6.06354613661472e-06,0,0,1
"AL353704.1",0.86732344982984,6.38306001947684e-05,0,0,1
"C2CD4A",0.869167071687364,4.43728593407849e-05,0,0,1
"AC239804.1",0.870936870478878,4.43728593407849e-05,0,0,1
"PRLHR",0.870936870501304,4.43728593407849e-05,0,0,1
"AL136097.2",0.871002227158051,-3.46360641063813e-05,0,0,1
"PIP",0.871002227177719,-3.46360641063813e-05,0,0,1
"AL353997.2",0.87100222719412,-3.46360641063813e-05,0,0,1
"PSG4",0.87100222719667,-3.46360641063813e-05,0,0,1
"SLITRK5",0.871002227201559,-3.46360641063813e-05,0,0,1
"AC137735.3",0.871002227207983,-3.46360641063813e-05,0,0,1
"AC008543.4",0.871002227208416,-3.46360641063813e-05,0,0,1
"AC106786.2",0.871002227221227,-3.46360641063813e-05,0,0,1
"TMEM171",0.87163025249761,0.000113041387864932,0,0,1
"AC188617.1",0.872130117940541,6.38513524155557e-06,0,0,1
"AC008750.1",0.872589712860911,-1.09329327435776e-05,0,0,1
"AC007495.1",0.872589712873954,-1.09329327435776e-05,0,0,1
"GCM2",0.872589712882833,-1.09329327435776e-05,0,0,1
"LY6K",0.872589712904584,-1.09329327435776e-05,0,0,1
"AL355377.3",0.872749675422207,8.26639513610481e-05,0,0,1
"NEU4",0.873367094135766,-7.9526650176354e-05,0,0,1
"AC010273.3",0.873908518095922,1.64392611743455e-05,0,0,1
"AC091117.1",0.875834814883743,-7.68350357200735e-05,0,0,1
"AC000123.1",0.876090265357214,3.98209826777943e-05,0,0,1
"IL2",0.878537334811615,0.000858438945087471,0,0,1
"AL136442.1",0.878599502386477,4.58903541814619e-05,0,0,1
"AC009961.4",0.879323957698541,3.79893969342455e-05,0,0,1
"SFTPC",0.879793202019174,-1.51603836026319e-06,0,0,1
"ADAM21",0.880459883340801,5.07558605963643e-05,0,0,1
"AC025062.3",0.88066284030189,1.83684864293022e-06,0,0,1
"PRR15",0.88123697332181,-7.80139448946135e-05,0,0,1
"PGLYRP4",0.882200804966567,-6.00428821835401e-05,0.001,0.001,1
"AC009754.1",0.882303339594392,6.35204798550841e-05,0,0,1
"LINC00412",0.882882213883818,0.000117899972217111,0.001,0.001,1
"AC254629.1",0.883134561408736,-4.54781141843281e-06,0,0,1
"AC097500.1",0.883797340084789,5.92780405945315e-05,0,0,1
"SPATA25",0.884244241676199,-8.28866365851627e-05,0,0,1
"AL354892.2",0.884276807544235,0.000143109319032303,0,0,1
"ID1",0.885056868039655,-0.00017648027212785,0.002,0.002,1
"TCHH",0.886306144841477,-4.84630705805274e-05,0.001,0.001,1
"LINC00221",0.886504482198352,-0.000337130739649442,0.002,0.002,1
"AL157400.2",0.887770499048201,-0.000128081548296266,0.001,0.001,1
"AC090510.3",0.888060864124826,-0.000107754836280547,0.001,0.001,1
"LINC01548",0.888680258644662,-1.24485090550613e-05,0,0,1
"AL133247.1",0.88995808571463,3.00883964173129e-05,0,0,1
"AC018695.8",0.889958085723192,3.00883964173129e-05,0,0,1
"AC091849.2",0.889958085724179,3.00883964173129e-05,0,0,1
"PAX1",0.889958085742454,3.00883964173129e-05,0,0,1
"AC008948.1",0.889958085743529,3.00883964173129e-05,0,0,1
"TNFRSF19",0.890291895469859,3.14638751958574e-05,0.006,0.006,1
"ST7-AS1",0.892469572650495,6.23129790380046e-05,0,0,1
"AC068831.6",0.892929239536541,0.000109089227119121,0.001,0.001,1
"AL110115.1",0.89322299169446,-9.49849925829118e-05,0.001,0.001,1
"AP006261.1",0.89378317957762,3.20955545195917e-07,0,0,1
"AL356056.2",0.894168490122747,-2.94390259404723e-05,0,0,1
"SLN",0.894799348337819,-7.57917966104279e-06,0,0,1
"SIRPB2",0.895386056081647,-0.000112289104209276,0.001,0.001,1
"LINC00184",0.895692932603051,-9.07850849805852e-05,0,0,1
"LINC01623",0.896505436790193,-4.55661690019576e-05,0,0,1
"AL592435.2",0.896790579733181,-9.49849925829118e-05,0.001,0.001,1
"AC084114.1",0.89689121496324,-5.64948743406884e-05,0,0,1
"AL139340.1",0.89689121497981,-5.64948743406884e-05,0,0,1
"MYCL",0.897252166049683,-3.39825488231038e-05,0,0,1
"CD200R1L",0.898308913806642,5.62435072424594e-05,0,0,1
"AP002336.1",0.898776971254227,-9.98579010765267e-05,0.001,0.001,1
"PKP3",0.899054552687834,-1.06101431691735e-05,0,0,1
"AC021483.2",0.903000709380686,6.20026116100351e-05,0,0,1
"C5orf47",0.903074691744163,-3.03197549636131e-06,0,0,1
"LINC02596",0.903074691768341,-3.03197549636131e-06,0,0,1
"OLFM4",0.903773063378281,3.98209826777943e-05,0,0,1
"AC117490.2",0.90447047248322,-0.000121354917625166,0.001,0.001,1
"C4orf36",0.904879329948479,-2.01358387267822e-05,0.002,0.002,1
"AL035409.1",0.907066749944147,-2.75987085691474e-05,0,0,1
"ANKRD20A4",0.907067798746891,1.13324144451002e-05,0.001,0.001,1
"AC078883.2",0.907244039263182,7.32469872682513e-05,0,0,1
"AC080078.1",0.907590713627658,3.64721617041565e-05,0,0,1
"AC007938.2",0.9075907136347,3.64721617041565e-05,0,0,1
"TAS2R5",0.907590713636041,3.64721617041565e-05,0,0,1
"BHLHE22",0.908502884234234,-8.22169927505558e-05,0,0,1
"AL136980.1",0.908780596065867,4.31691146713141e-05,0,0,1
"AC022966.1",0.908780596074442,4.31691146713141e-05,0,0,1
"SRARP",0.909284734147758,-4.54781141843281e-06,0,0,1
"FCGR3B",0.909284734178666,-4.54781141843281e-06,0,0,1
"ITLN2",0.909527684154564,2.21873526298696e-05,0,0,1
"PHEX-AS1",0.909527684168821,2.21873526298696e-05,0,0,1
"GPHB5",0.909527684169002,2.21873526298696e-05,0,0,1
"AP000487.2",0.909527684175491,2.21873526298696e-05,0,0,1
"AC010336.5",0.909947325756931,4.92383088053364e-05,0,0,1
"MACORIS",0.910989480510755,4.28554658168194e-05,0,0,1
"AC096772.1",0.911662086453432,-7.19621140362222e-05,0,0,1
"LINC00595",0.911696488452601,-3.61508615700013e-05,0,0,1
"CFHR1",0.911696488459572,-3.61508615700013e-05,0,0,1
"AC055788.1",0.911696488462526,-3.61508615700013e-05,0,0,1
"LINC02439",0.911696488480198,-3.61508615700013e-05,0,0,1
"AF235103.1",0.911696488485898,-3.61508615700013e-05,0,0,1
"AC080013.5",0.912564953144611,4.98633125709186e-05,0,0,1
"DSEL",0.913057827032429,-0.000289945290101406,0.005,0.005,1
"BX255923.1",0.913349530543871,-4.70805046172102e-05,0,0,1
"ENTPD2",0.913425360169896,-7.57917966104279e-06,0,0,1
"AC026191.1",0.913430474086285,4.07143295403549e-05,0.005,0.004,1
"AC116651.1",0.913871375705256,3.67869046819442e-05,0,0,1
"AL035250.1",0.914243535073337,6.38513524155557e-06,0,0,1
"AC025154.2",0.914243535105492,6.38513524155557e-06,0,0,1
"CCN6",0.914667290669484,-1.06101431691735e-05,0,0,1
"OR4E1",0.914977347236544,3.19210637692946e-05,0,0,1
"AL133297.1",0.915592073816828,-0.000115461161520601,0.001,0.001,1
"TUBB8",0.915693717883653,-5.95225210242587e-05,0,0,1
"LINC02536",0.915876334562419,-7.34752232305632e-05,0,0,1
"LINC01705",0.916142301482355,2.2504531053698e-05,0,0,1
"FAM3D-AS1",0.918189269640303,-9.49849925829118e-05,0.001,0.001,1
"AC009509.4",0.919987722893168,2.06706366288461e-05,0,0,1
"AL049836.1",0.92011996027078,4.86893848097198e-06,0,0,1
"AC084116.1",0.920119960273683,4.86893848097198e-06,0,0,1
"AC114291.2",0.920941796505262,-8.13738878435267e-05,0,0,1
"AP001429.1",0.921092516132377,-8.77227818168417e-06,0,0,1
"AL136301.1",0.921150543624637,2.88875048407864e-05,0,0,1
"AC091167.5",0.921618161696333,3.35284295147645e-06,0,0,1
"Z73420.1",0.921618161714041,3.35284295147645e-06,0,0,1
"LINC01346",0.921787833208267,1.42862655714419e-05,0,0,1
"AL355981.1",0.921787833209734,1.42862655714419e-05,0,0,1
"PRRG3",0.921787833213952,1.42862655714419e-05,0,0,1
"OR6C1",0.921787833227628,1.42862655714419e-05,0,0,1
"AC007663.2",0.921787833245836,1.42862655714419e-05,0,0,1
"AC062037.2",0.922138734124473,1.83684864293022e-06,0,0,1
"AL137182.1",0.922142473849831,2.40211016024508e-05,0,0,1
"AL136309.2",0.922398180961074,-1.81857817580485e-05,0,0,1
"EDN2",0.92286248541344,-5.80087482128288e-05,0,0,1
"TRBV5-3",0.923840422707417,1.91540218930327e-05,0,0,1
"SYNJ2-IT1",0.923840422720126,1.91540218930327e-05,0,0,1
"ERI3-IT1",0.92523321793852,1.27698091892165e-05,0,0,1
"AL662890.1",0.925603060776298,0.000116380884024709,0,0,1
"AP001469.2",0.925699839063453,1.76375084122872e-05,0,0,1
"LINC01893",0.925862360352264,-2.67349770479535e-05,0,0,1
"Z82214.1",0.92586236036,-2.67349770479535e-05,0,0,1
"GSTA3",0.925862360368816,-2.67349770479535e-05,0,0,1
"AC021818.1",0.925862360371447,-2.67349770479535e-05,0,0,1
"AL132796.2",0.925862360373552,-2.67349770479535e-05,0,0,1
"ZG16",0.92586236037371,-2.67349770479535e-05,0,0,1
"LINC02435",0.925862360374118,-2.67349770479535e-05,0,0,1
"GRID1-AS1",0.92586236037746,-2.67349770479535e-05,0,0,1
"AL356019.1",0.925862360384289,-2.67349770479535e-05,0,0,1
"AC120036.5",0.925862360385723,-2.67349770479535e-05,0,0,1
"LINC02383",0.925862360398012,-2.67349770479535e-05,0,0,1
"AL157413.1",0.925862360398156,-2.67349770479535e-05,0,0,1
"AC004988.1",0.926141569697681,3.67319675212972e-06,0,0,1
"FGF8",0.926250386554618,1.12534540551403e-05,0,0,1
"AC005865.2",0.926250386580127,1.12534540551403e-05,0,0,1
"DDO",0.926546900656143,6.7049960404095e-06,0,0,1
"TCN1",0.926586739140948,9.73720015907294e-06,0,0,1
"AC064836.2",0.926639286054427,8.22104749087526e-06,0,0,1
"LINC00652",0.926700966419299,1.61210961764689e-05,0,0,1
"LINC02650",0.929486731034394,4.77208583277831e-05,0,0,1
"AC073172.1",0.930118881824522,-3.76655578982938e-05,0,0,1
"AC068254.1",0.932697922973933,-2.91131723829756e-05,0,0,1
"MS4A14",0.934270559481415,2.21873526298696e-05,0,0,1
"GLYATL1B",0.934270559494625,2.21873526298696e-05,0,0,1
"AC022679.2",0.934270559518815,2.21873526298696e-05,0,0,1
"AL627308.3",0.934270559521338,2.21873526298696e-05,0,0,1
"AC023511.1",0.934924294666673,-1.7318515381594e-05,0,0,1
"CLEC4G",0.934924294674352,-1.7318515381594e-05,0,0,1
"CYP26B1",0.934924294675295,-1.7318515381594e-05,0,0,1
"SERPINA9",0.934924294676372,-1.7318515381594e-05,0,0,1
"AL161733.1",0.934924294683068,-1.7318515381594e-05,0,0,1
"KLK7",0.934924294683068,-1.7318515381594e-05,0,0,1
"Z82186.1",0.934924294683108,-1.7318515381594e-05,0,0,1
"AC107029.2",0.934924294683128,-1.7318515381594e-05,0,0,1
"LINC00442",0.934924294683134,-1.7318515381594e-05,0,0,1
"AC106872.12",0.934924294683181,-1.7318515381594e-05,0,0,1
"AC055878.1",0.934924294683307,-1.7318515381594e-05,0,0,1
"LINC01879",0.93492429468334,-1.7318515381594e-05,0,0,1
"AL358787.1",0.934924294683353,-1.7318515381594e-05,0,0,1
"AC007877.1",0.93492429468516,-1.7318515381594e-05,0,0,1
"LINC00898",0.934924294688442,-1.7318515381594e-05,0,0,1
"AC188616.1",0.934924294688469,-1.7318515381594e-05,0,0,1
"BAALC-AS2",0.934924294688502,-1.7318515381594e-05,0,0,1
"LINC00485",0.934924294688728,-1.7318515381594e-05,0,0,1
"EPYC",0.934924294689239,-1.7318515381594e-05,0,0,1
"IGKJ2",0.934924294689571,-1.7318515381594e-05,0,0,1
"AC010638.1",0.934924294692886,-1.7318515381594e-05,0,0,1
"AC087392.1",0.934924294693285,-1.7318515381594e-05,0,0,1
"AC092335.1",0.934924294694388,-1.7318515381594e-05,0,0,1
"AL354743.2",0.934924294694587,-1.7318515381594e-05,0,0,1
"AC106892.1",0.934924294694607,-1.7318515381594e-05,0,0,1
"AC078905.1",0.934924294694613,-1.7318515381594e-05,0,0,1
"LINC01972",0.934924294694613,-1.7318515381594e-05,0,0,1
"LINC02685",0.93492429469462,-1.7318515381594e-05,0,0,1
"ZCCHC12",0.934924294695417,-1.7318515381594e-05,0,0,1
"AC092718.9",0.934924294696992,-1.7318515381594e-05,0,0,1
"PI15",0.93492429469753,-1.7318515381594e-05,0,0,1
"AL135785.1",0.934924294697988,-1.7318515381594e-05,0,0,1
"AC018953.2",0.934924294700805,-1.7318515381594e-05,0,0,1
"AL109920.1",0.934924294702372,-1.7318515381594e-05,0,0,1
"AC147651.3",0.934924294703263,-1.7318515381594e-05,0,0,1
"LRRC2-AS1",0.934924294703362,-1.7318515381594e-05,0,0,1
"CEP295NL",0.934924294703887,-1.7318515381594e-05,0,0,1
"AC023491.2",0.934924294706697,-1.7318515381594e-05,0,0,1
"ARHGEF16",0.93492429470671,-1.7318515381594e-05,0,0,1
"LINC02783",0.93492429470671,-1.7318515381594e-05,0,0,1
"LINC01360",0.934924294706717,-1.7318515381594e-05,0,0,1
"AL117378.1",0.934924294708079,-1.7318515381594e-05,0,0,1
"AL161636.1",0.934924294708551,-1.7318515381594e-05,0,0,1
"LINC00905",0.934924294709434,-1.7318515381594e-05,0,0,1
"PSG7",0.934924294709673,-1.7318515381594e-05,0,0,1
"AC017007.5",0.934924294710218,-1.7318515381594e-05,0,0,1
"OR2C3",0.934924294717711,-1.7318515381594e-05,0,0,1
"AC099521.1",0.9349242947208,-1.7318515381594e-05,0,0,1
"BTNL2",0.934924294728918,-1.7318515381594e-05,0,0,1
"TAS2R20",0.93492429473105,-1.7318515381594e-05,0,0,1
"AF111167.2",0.938230192801465,3.49550277733984e-05,0,0,1
"TRAM1L1",0.938230192815385,3.49550277733984e-05,0,0,1
"AP003783.1",0.938230192828451,3.49550277733984e-05,0,0,1
"LMO3",0.93996476732312,2.85714208003348e-05,0,0,1
"AL049840.6",0.940704487382333,-0.000162686184601649,0.003,0.003,1
"AL358075.1",0.943109475921971,-4.52375228595074e-05,0,0,1
"AF127577.3",0.943331338665302,4.62035091525976e-05,0,0,1
"AC008738.3",0.943331338675008,4.62035091525976e-05,0,0,1
"AC073072.1",0.943331338690076,4.62035091525976e-05,0,0,1
"AC245008.1",0.94338992468399,-5.88606929214717e-05,0.001,0.001,1
"PITX1",0.945789318754192,-0.000103378016455606,0.001,0.001,1
"AC097625.1",0.947110266972136,-4.06946471887704e-05,0,0,1
"AP001434.1",0.94721426425174,-2.82500341303716e-05,0,0,1
"TRAJ46",0.947214264255294,-2.82500341303716e-05,0,0,1
"FLNC",0.947214264258605,-2.82500341303716e-05,0,0,1
"AL353608.2",0.947214264263585,-2.82500341303716e-05,0,0,1
"AL135999.3",0.947214264264393,-2.82500341303716e-05,0,0,1
"AC009464.1",0.947214264273573,-2.82500341303716e-05,0,0,1
"AC011365.1",0.9472142642764,-2.82500341303716e-05,0,0,1
"KRTAP5-9",0.947214264289995,-2.82500341303716e-05,0,0,1
"OSR2",0.948287331065488,-4.64228321083665e-05,0,0,1
"AC124242.3",0.949500051961556,3.98209826777943e-05,0,0,1
"AC068790.9",0.953407615799334,-7.50117544372868e-05,0.002,0.002,1
"AC104667.2",0.957000749215774,-2.97649900604014e-05,0,0,1
"AC093278.2",0.961457730479058,2.70545464656274e-05,0,0,1
"AC078788.1",0.962502559305316,-3.12798448478532e-05,0,0,1
"BCHE",0.962502559349305,-3.12798448478532e-05,0,0,1
"AC010503.4",0.964264567598607,-5.43205454526854e-05,0,0,1
"AL591504.2",0.964666261478444,-1.88339332605103e-05,0,0,1
"HOXC9",0.964666261480391,-1.88339332605103e-05,0,0,1
"AC025030.2",0.96466626148209,-1.88339332605103e-05,0,0,1
"AC022296.4",0.964666261488068,-1.88339332605103e-05,0,0,1
"AC105150.1",0.964666261488095,-1.88339332605103e-05,0,0,1
"GYPA",0.964666261500926,-1.88339332605103e-05,0,0,1
"AC023090.1",0.964666261503312,-1.88339332605103e-05,0,0,1
"AL596325.1",0.964666261504079,-1.88339332605103e-05,0,0,1
"AP002892.2",0.964666261506191,-1.88339332605103e-05,0,0,1
"AC188617.2",0.96466626150704,-1.88339332605103e-05,0,0,1
"AL109945.1",0.964666261512003,-1.88339332605103e-05,0,0,1
"AC092819.1",0.96466626151395,-1.88339332605103e-05,0,0,1
"ETNK2",0.966054986981512,-0.000109235366146027,0.002,0.002,1
"LINC02207",0.966307073418883,-4.82656012488693e-05,0,0,1
"IGLV1-36",0.966665896860562,3.19210637692946e-05,0,0,1
"AC018926.3",0.966778010751021,2.06706366288461e-05,0,0,1
"PRR23A",0.970030827175705,1.42862655714419e-05,0,0,1
"LINC01977",0.970030827186512,1.42862655714419e-05,0,0,1
"AC022733.2",0.97003082720162,1.42862655714419e-05,0,0,1
"AC093928.1",0.970030827203027,1.42862655714419e-05,0,0,1
"AP000547.4",0.970030827208692,1.42862655714419e-05,0,0,1
"AC127894.1",0.970030827210512,1.42862655714419e-05,0,0,1
"OR10H3",0.970030827212676,1.42862655714419e-05,0,0,1
"TCTEX1D1",0.970030827213696,1.42862655714419e-05,0,0,1
"AL357375.1",0.970030827217666,1.42862655714419e-05,0,0,1
"SMIM9",0.970030827228887,1.42862655714419e-05,0,0,1
"CD1D",0.970030827229852,1.42862655714419e-05,0,0,1
"AC244035.4",0.971621689249702,3.67869046819442e-05,0,0,1
"CCL18",0.972375304014252,-6.1555716245114e-05,0.001,0.001,1
"RNF151",0.973262790809368,3.19210637692946e-05,0,0,1
"AC090186.1",0.973262790809423,2.55377734030469e-05,0,0,1
"LINC01648",0.973280438932579,-2.03492499588829e-05,0,0,1
"WDFY3-AS1",0.973280438946382,-2.03492499588829e-05,0,0,1
"AC003043.2",0.973280438954709,-2.03492499588829e-05,0,0,1
"AC002456.1",0.973280438973491,-2.03492499588829e-05,0,0,1
"AC078874.1",0.973280438976341,-2.03492499588829e-05,0,0,1
"AC092120.1",0.973846514862265,3.52700175877533e-05,0,0,1
"NFATC4",0.973888230205874,-2.28365886136145e-05,0.002,0.002,1
"AC010983.1",0.974533605905431,-5.88606929214717e-05,0,0.001,1
"AC103591.4",0.979328511415696,-2.33795798570936e-05,0,0,1
"LINC02808",0.979328511420094,-2.33795798570936e-05,0,0,1
"ARHGEF19-AS1",0.979910296965966,1.91540218930327e-05,0,0,1
"AC011365.2",0.979910296967442,1.91540218930327e-05,0,0,1
"AC025857.2",0.980715597188056,2.93296285923477e-05,0.002,0.002,1
"SLC10A5",0.981229800805235,-1.51558297315312e-05,0,0,1
"TMEM51",0.981449850379808,1.47566523557097e-05,0.002,0.002,1
"ABHD16B",0.982189526534875,3.22365471558173e-05,0,0,1
"C1orf210",0.982570679209149,-9.41725523448841e-06,0,0,1
"AC073336.1",0.982570679219845,-9.41725523448841e-06,0,0,1
"AL135902.1",0.982570679219956,-9.41725523448841e-06,0,0,1
"SLC17A4",0.982570679220906,-9.41725523448841e-06,0,0,1
"SPACA5",0.982570679221618,-9.41725523448841e-06,0,0,1
"AC008786.1",0.98257067922226,-9.41725523448841e-06,0,0,1
"AC026888.1",0.982570679225151,-9.41725523448841e-06,0,0,1
"AL137067.3",0.982570679225165,-9.41725523448841e-06,0,0,1
"RBM24",0.982570679225193,-9.41725523448841e-06,0,0,1
"PROK1",0.982570679225905,-9.41725523448841e-06,0,0,1
"AC108452.1",0.982570679225975,-9.41725523448841e-06,0,0,1
"AC104024.3",0.982570679226617,-9.41725523448841e-06,0,0,1
"GOLGA6L1",0.982570679226617,-9.41725523448841e-06,0,0,1
"AC005209.1",0.982570679226854,-9.41725523448841e-06,0,0,1
"LINC00395",0.982570679229591,-9.41725523448841e-06,0,0,1
"RBMS3-AS1",0.982570679232761,-9.41725523448841e-06,0,0,1
"NBPF4",0.982570679233375,-9.41725523448841e-06,0,0,1
"MTUS2-AS1",0.982570679234911,-9.41725523448841e-06,0,0,1
"AC127522.1",0.982570679235065,-9.41725523448841e-06,0,0,1
"AC027458.1",0.982570679235134,-9.41725523448841e-06,0,0,1
"AC099563.2",0.982570679241907,-9.41725523448841e-06,0,0,1
"AC105227.1",0.982570679244671,-9.41725523448841e-06,0,0,1
"LINC02424",0.982570679244671,-9.41725523448841e-06,0,0,1
"GPRACR",0.982570679249237,-9.41725523448841e-06,0,0,1
"AC063980.1",0.982570679249796,-9.41725523448841e-06,0,0,1
"VSX1",0.982570679250229,-9.41725523448841e-06,0,0,1
"AC105114.2",0.982570679253105,-9.41725523448841e-06,0,0,1
"AC138207.1",0.982570679253189,-9.41725523448841e-06,0,0,1
"LINC02023",0.982570679254878,-9.41725523448841e-06,0,0,1
"AC068792.1",0.982570679266538,-9.41725523448841e-06,0,0,1
"AL355102.4",0.982570679276382,-9.41725523448841e-06,0,0,1
"AF241728.2",0.984825702232784,7.06001304025565e-05,0.003,0.003,1
"LINC01386",0.986616362238108,1.27698091892165e-05,0,0,1
"AC008625.1",0.98685904264686,1.76375084122872e-05,0,0,1
"AC007391.2",0.98860816620546,-1.09329327435776e-05,0,0,1
"AC016382.1",0.988608166218779,-1.09329327435776e-05,0,0,1
"LINC01397",0.988608166238475,-1.09329327435776e-05,0,0,1
"AC063919.1",0.988608166250445,-1.09329327435776e-05,0,0,1
"AC007496.2",0.988608166256598,-1.09329327435776e-05,0,0,1
"LINC00266-4P",0.988608166257132,-1.09329327435776e-05,0,0,1
"LRRC52",0.988608166262415,-1.09329327435776e-05,0,0,1
"FAM242B",0.988608166264634,-1.09329327435776e-05,0,0,1
"AC068787.2",0.988608166265842,-1.09329327435776e-05,0,0,1
"AC002057.2",0.988608166267894,-1.09329327435776e-05,0,0,1
"SLC10A4",0.988608166271069,-1.09329327435776e-05,0,0,1
"HCG24",0.988608166271434,-1.09329327435776e-05,0,0,1
"ZNF215",0.988880274179998,6.24147203118755e-05,0.003,0.003,1
"UBXN7-AS1",0.989136265962857,5.82893474007835e-06,0.001,0.001,1
"PITX2",0.989154672800679,2.09880617466488e-05,0,0,1
"LINC02430",0.989154672839813,2.09880617466488e-05,0,0,1
